Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
S049	20180418_HF_ZHW_total_liver29_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F40.raw										
S049	20180418_HF_ZHW_total_liver29_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F41.raw										
S049	20180418_HF_ZHW_total_liver29_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F42.raw										
S049	20180418_HF_ZHW_total_liver29_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F43.raw										
S049	20180418_HF_ZHW_total_liver29_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F44.raw										
S049	20180418_HF_ZHW_total_liver29_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F45.raw										
S049	20180418_HF_ZHW_total_liver29_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F46.raw										
S049	20180418_HF_ZHW_total_liver29_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F47.raw										
S049	20180418_HF_ZHW_total_liver29_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver29_Proteome/liver29_Proteome_raw/20180418_HF_ZHW_total_liver29_F48.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F01.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F02.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F03.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F04.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F05.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F06.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F07.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F08.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F09.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F10.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F11.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F12.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F13.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F14.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F15.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F16.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F17.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F18.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F19.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F20.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F21.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F22.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F23.raw										
S049	20180630_fusion_zhw_TMT11_liver30_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Phosphoproteome/liver30_Phosphoproteome_raw/20180630_fusion_zhw_TMT11_liver30_pho_F24.raw										
S049	20180424_HF_ZHW_total_liver30_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F01.raw										
S049	20180424_HF_ZHW_total_liver30_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F02.raw										
S049	20180424_HF_ZHW_total_liver30_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F03.raw										
S049	20180424_HF_ZHW_total_liver30_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F04.raw										
S049	20180424_HF_ZHW_total_liver30_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F05.raw										
S049	20180424_HF_ZHW_total_liver30_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F06.raw										
S049	20180424_HF_ZHW_total_liver30_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F07.raw										
S049	20180424_HF_ZHW_total_liver30_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F08.raw										
S049	20180424_HF_ZHW_total_liver30_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F09.raw										
S049	20180424_HF_ZHW_total_liver30_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F10.raw										
S049	20180424_HF_ZHW_total_liver30_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F11.raw										
S049	20180424_HF_ZHW_total_liver30_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F12.raw										
S049	20180424_HF_ZHW_total_liver30_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F13.raw										
S049	20180424_HF_ZHW_total_liver30_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F14.raw										
S049	20180424_HF_ZHW_total_liver30_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F15.raw										
S049	20180424_HF_ZHW_total_liver30_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F16.raw										
S049	20180424_HF_ZHW_total_liver30_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F17.raw										
S049	20180424_HF_ZHW_total_liver30_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F18.raw										
S049	20180424_HF_ZHW_total_liver30_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F19.raw										
S049	20180424_HF_ZHW_total_liver30_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F20.raw										
S049	20180424_HF_ZHW_total_liver30_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F21.raw										
S049	20180424_HF_ZHW_total_liver30_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F22.raw										
S049	20180424_HF_ZHW_total_liver30_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F23.raw										
S049	20180424_HF_ZHW_total_liver30_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F24.raw										
S049	20180424_HF_ZHW_total_liver30_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F25.raw										
S049	20180424_HF_ZHW_total_liver30_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F26.raw										
S049	20180424_HF_ZHW_total_liver30_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F27.raw										
S049	20180424_HF_ZHW_total_liver30_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F28.raw										
S049	20180424_HF_ZHW_total_liver30_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F29.raw										
S049	20180424_HF_ZHW_total_liver30_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F30.raw										
S049	20180424_HF_ZHW_total_liver30_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F31.raw										
S049	20180424_HF_ZHW_total_liver30_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F32.raw										
S049	20180424_HF_ZHW_total_liver30_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F33.raw										
S049	20180424_HF_ZHW_total_liver30_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F34.raw										
S049	20180424_HF_ZHW_total_liver30_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F35.raw										
S049	20180424_HF_ZHW_total_liver30_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F36.raw										
S049	20180424_HF_ZHW_total_liver30_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F37.raw										
S049	20180424_HF_ZHW_total_liver30_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F38.raw										
S049	20180424_HF_ZHW_total_liver30_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F39.raw										
S049	20180424_HF_ZHW_total_liver30_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F40.raw										
S049	20180424_HF_ZHW_total_liver30_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F41.raw										
S049	20180424_HF_ZHW_total_liver30_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F42.raw										
S049	20180424_HF_ZHW_total_liver30_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F43.raw										
S049	20180424_HF_ZHW_total_liver30_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F44.raw										
S049	20180424_HF_ZHW_total_liver30_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F45.raw										
S049	20180424_HF_ZHW_total_liver30_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F46.raw										
S049	20180424_HF_ZHW_total_liver30_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F47.raw										
S049	20180424_HF_ZHW_total_liver30_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver30_Proteome/liver30_Proteome_raw/20180424_HF_ZHW_total_liver30_F48.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F01.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F02.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F03.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F04.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F05.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F06.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F07.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F08.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F09.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F10.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F11.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F12.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F13.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F14.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F15.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F16.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F17.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F18.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F19.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F20.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F21.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F22.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F23.raw										
S049	20180702_fusion_zhw_TMT11_liver31_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F24.raw										
S049	20180427_HF_ZHW_total_liver31_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F01.raw										
S049	20180427_HF_ZHW_total_liver31_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F02.raw										
S049	20180427_HF_ZHW_total_liver31_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F03.raw										
S049	20180427_HF_ZHW_total_liver31_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F04.raw										
