Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[fraction identifier]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 998	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F03.raw	3										
Sample 999	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F04.raw	4										
Sample 1000	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F05.raw	5										
Sample 1001	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F06.raw	6										
Sample 1002	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F07.raw	7										
Sample 1003	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F08.raw	8										
Sample 1004	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F09.raw	9										
Sample 1005	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F10.raw	10										
Sample 1006	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F11.raw	11										
Sample 1007	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F12.raw	12										
Sample 1008	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F13.raw	13										
Sample 1009	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F14.raw	14										
Sample 1010	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F15.raw	15										
Sample 1011	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F16.raw	16										
Sample 1012	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F17.raw	17										
Sample 1013	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F18.raw	18										
Sample 1014	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F19.raw	19										
Sample 1015	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F20.raw	20										
Sample 1016	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F21.raw	21										
Sample 1017	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F22.raw	22										
Sample 1018	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F23.raw	23										
Sample 1019	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180505_fusion_zhw_TMT11_liver13_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Phosphoproteome/liver13_Phosphoproteome_raw/20180505_fusion_zhw_TMT11_liver13_pho_F24.raw	24										
Sample 1020	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F01.raw	1										
Sample 1021	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F02.raw	2										
Sample 1022	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F03.raw	3										
Sample 1023	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F04.raw	4										
Sample 1024	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F05.raw	5										
Sample 1025	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F06.raw	6										
Sample 1026	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F07.raw	7										
Sample 1027	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F08.raw	8										
Sample 1028	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F09.raw	9										
Sample 1029	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F10.raw	10										
Sample 1030	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F11.raw	11										
Sample 1031	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F12.raw	12										
Sample 1032	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F13.raw	13										
Sample 1033	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F14.raw	14										
Sample 1034	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F15.raw	15										
Sample 1035	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F16.raw	16										
Sample 1036	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F17.raw	17										
Sample 1037	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F18.raw	18										
Sample 1038	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F19.raw	19										
Sample 1039	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F20.raw	20										
Sample 1040	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F21.raw	21										
Sample 1041	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F22.raw	22										
Sample 1042	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F23.raw	23										
Sample 1043	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F24.raw	24										
Sample 1044	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F25.raw	25										
Sample 1045	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F26.raw	26										
Sample 1046	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F27.raw	27										
Sample 1047	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F28.raw	28										
Sample 1048	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F29.raw	29										
Sample 1049	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F30.raw	30										
Sample 1050	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F31.raw	31										
Sample 1051	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F32.raw	32										
Sample 1052	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F33.raw	33										
Sample 1053	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F34.raw	34										
Sample 1054	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F35.raw	35										
Sample 1055	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F36.raw	36										
Sample 1056	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F37.raw	37										
Sample 1057	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F38.raw	38										
Sample 1058	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F39.raw	39										
Sample 1059	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F40.raw	40										
Sample 1060	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F41.raw	41										
Sample 1061	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F42.raw	42										
Sample 1062	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F43.raw	43										
Sample 1063	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F44.raw	44										
Sample 1064	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F45.raw	45										
Sample 1065	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F46.raw	46										
Sample 1066	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F47.raw	47										
Sample 1067	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180102_HF_ZHW_total_liver13_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver13_Proteome/liver13_Proteome_raw/20180102_HF_ZHW_total_liver13_F48.raw	48										
Sample 1068	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F01.raw	1										
Sample 1069	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F02.raw	2										
Sample 1070	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F03.raw	3										
Sample 1071	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F04.raw	4										
Sample 1072	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F05.raw	5										
Sample 1073	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F06.raw	6										
Sample 1074	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F07.raw	7										
Sample 1075	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F08.raw	8										
Sample 1076	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F09.raw	9										
Sample 1077	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F10.raw	10										
Sample 1078	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F11.raw	11										
Sample 1079	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F12.raw	12										
